sent_id,symbol,pub_date,lang,elr,prob,present,technology,technologies,subject_ok,verb_from_list,verb,tier,text
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|21,ARBK,2025-04-06,en,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,True,True,leverage,2,"By leveraging artificial intelligence and machine learning technologies, the Group aims to achieve further growth in existing and new business sectors and refine decision-making processes for greater efficacy."
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|28,ARBK,2025-04-06,en,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,False,True,leverage,1,"It leverages emerging technologies and innovative solutions based on artificial intelligence and machine learning to personalise banking services, proactively anticipate and meet customer needs, recommend suitable products and services, and provide instant transaction capabilities."
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|30,ARBK,2025-04-06,en,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,True,True,use,2,Arab Bank is also developing customer-centric solutions using generative AI to provide seamless services and exceptional experiences across its various banking channels and digital platforms.
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|40,ARBK,2025-04-06,en,DisclosuresDirectorsReport,0.9986,1,AI/ML|Big Data,AI/ML|Big Data,False,False,,1,"This vision is complemented by digital data analytics, artificial intelligence, and machine learning, which form the foundation for the future of consumer banking."
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|5,ARBK,2025-04-06,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,ويولي البنك أهمية كبيرة لتطبيقات الذكاء الاصطناعي، وخاصةً الذكاء الاصطناعي التوليدي ويعمل على تطويرها من خلال مبادرات مؤسسية شاملة، إلى جانب جهوده لتطوير نموذجه التشغيلي بهدف خفض التكاليف ورفع مستوى الإنتاجية وتحسين تجربة العملاء.
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|14,ARBK,2025-04-06,ar,DisclosuresDirectorsReport,0.9986,1,Big Data,Big Data,False,False,,1,مجموعة الأعمال المصرفية للشركات والمؤسسات المالية: تتطلع مجموعة الأعمال المصرفية للشركات والمؤسسات المالية إلى توسيع حصتها السوقية وتعزيز علاقاتها مع العملاء من خلال مبادرات استراتيجية متعددة، من أبرزها تعزيز قدراتها في مجال تحليل البيانات.
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|15,ARBK,2025-04-06,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,وتهدف المجموعة أيضاً إلى تحقيق مزيد من النمو في قطاعات الأعمال الحالية والجديدة وتحسين آليات صنع القرار بالاستفادة من تقنيات الذكاء الاصطناعي والتعلم الآلي.
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|19,ARBK,2025-04-06,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,تسعى إدارة الخدمات المصرفية للأفراد وإدارة الثروات للارتقاء بمستوى مشاركة العملاء وتقديم أفضل التجارب المصرفية كأحد أولوياتها الاستراتيجية مستفيدةً من التقنيات الناشئة والحلول المبتكرة المعتمدة على تقنيات الذكاء الاصطناعي وتعلم الآلة لتخصيص خدمات البنك وتلبية احتياجات العملاء بشكل استباقي والتوصية بمنتجات وخدمات مناسبة وتوفير إمكانية التنفيذ الفوري للمعاملات.
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|21,ARBK,2025-04-06,ar,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,True,True,ب+مصدر,2,كما يعمل البنك على تطوير حلوله الموجهة للعملاء باستخدام الذكاء الاصطناعي التوليدي لتقديم خدمات سلسة للعملاء وتجارب متميزة في التعامل مع مختلف القنوات المصرفية عبر جميع المنصات الرقمية.
ATTA|2025-04-16|DisclosuresDirectorsReport|jsc_TheMembersOfBoardOfDirectorsNamesAndNamesAndRanksOfSeniorExecutiveManagementWithBriefResumeOfEach|0|en|2,ATTA,2025-04-16,en,DisclosuresDirectorsReport,0.0008,0,none,,False,False,,0,"Marwan Hanna Suleiman Khaitan – Independent Member Board Member Date of Birth: June 2, 1952 Academic Qualifications: Master’s degree in Transport Engineering – Moscow University Professional Experience: Former Minister of Transport Former Director General of the Public Transport Authority Former Director General of Al Mutakamilah Multi-Modal Transport Company Board Member of Middle East University Mohammad Ali Mohammad Ibrahim ""Al-Qaryouti"" – Independent Member Board Member Date of Birth: February 26, 1969 Academic Qualifications: Bachelor’s degree in Business Administration – Al-Zaytoonah University Diploma in Accounting – Arab Community College Specialized Diploma in Banking Management – Sweden Professional Experience: 29 years of banking experience across four local, international, and regional banks Board Member, Founder, and Treasurer – Jordan Economic Forum Strategy and Investment Consultant – Elegant Group Senior Management Team and Brief Profiles: Amjad Ghareeb Abdulrahim Al-Bakri (Last working day: December 31, 2024) General Manager Date of Birth: July 14, 1966 Academic Qualifications: Bachelor’s degree in Law – Beirut Arab University, 1991 Professional Experience: Member of the Amman Municipality Council ( 1995-2007 ) Founder & General Manager of Coordinates Real Estate Company General Manager of Al Mutakamilah for Land Development and Investment since January 1, 2011 Ismail Abduljawad Ismail Al-Shafai Financial & Administrative Manager Date of Birth: July 13, 1991 Academic Qualifications: Bachelor’s degree in Accounting – Al-Balqa Applied University Professional Experience: Financial & Administrative Manager at Al Mutakamilah for Land Development and Investment since March 18, 2018 Board Secretary at Al Mutakamilah for Land Development and Investment Senior Accountant at Bustami & Sahib Trading Company – Nissan Jordan (2014-2018) Alaa Ziad Sobhi Madawi (Last working day: June 30, 2024) Deputy General Manager – Technical & Engineering Affairs Date of Birth: March 28, 1978 Academic Qualifications: Bachelor’s degree in Electronics – Princess Sumaya University for Technology (1999-2000) Professional Experience: ERP Solutions Development Officer – Sayegh Group (2002-2004) HSE Manager for Oil Projects – CCC International, Nigeria (2004-2005) General Manager – Michigan Interior Design & Decor (2005-2014) General Manager – Al-Sor'a Advertising Company (2009-2012) Quantity Surveying Manager for Airports Projects – CCC International, Libya (2009-2011) Project Execution Manager for Rehabilitation Projects – Lafarge Jordan Cement (2011-2015) Deputy General Manager – Administrative & Engineering Affairs – Al Mutakamilah for Land Development and Investment (2014-2018) Christy Ibrahim Dabbour (Last working day: July 25, 2024) Operations Manager Date of Birth: December 28, 1978 Academic Qualifications: Master’s degree in Business Administration – University of Wales, UK Professional Experience: Executive Director of Supervision & Project Management – Consolidated Consultants Group, Amman (2020-2023) Project Manager – Los Angeles, California, USA (2016-2020) Senior Project Management Engineer (PMO) – Consolidated Consultants Group, Amman (2015-2016) Department Engineer (Construction, Materials & Contracts Manager) – CCC Abu Dhabi, UAE (2011-2015) Contracts Engineer – CCC Tripoli, Libya (2009-2011)"
BOJX|2023-03-26|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|196,BOJX,2023-03-26,en,DisclosuresDirectorsReport,0.0013,0,none,,False,False,,0,The institutional content system includes electronic archiving.
BOJX|2023-03-26|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|197,BOJX,2023-03-26,en,DisclosuresDirectorsReport,0.998,1,SAR,SAR,False,False,launch,1,"The electronic archiving of the daily portfolios of the branches was launched during the year, so that during the next year a comprehensive plan for electronic archiving will be implemented at the bank’s warehouses according to the operational sector plan through the institutional content system."
BOJX|2023-03-26|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|228,BOJX,2023-03-26,en,DisclosuresDirectorsReport,0.0022,0,none,,False,False,,0,"This was done by using a set of risk indicators, Risk Monitoring & Business Performance Dashboard, which includes (credit risks, market risks, liquidity, operational risk, cyber security risk, compliance risk, financial risk)."
CABK|2025-04-30|CorporateGovernanceReport|jsc-rep_DisclosureOfExecutivePositionsInCompanyAndNamesOfThePersonsWhoOccupyThem|0|ar|14,CABK,2025-04-30,ar,CorporateGovernanceReport,0.0009,0,none,,False,False,,0,السيد زيد جمال زهدي حميد - المدير التنفيذي / إدارة امن المعلومات و مكافحة الجرائم المالية تاريخ الميلاد 18 / 5 / 1986 تاريخ التعيين 27 / 12 / 2011 المؤهلات العلمية بكالوريوس ادارة اعمال 2011 الخبرات العملية مدير تنفيذي ادارة امن المعلومات ومكافحة الجرائم المالية من 4 / 2023 لغاية الان مدير الجرائم المالية و الامن السيبراني لدى بنك القاهرة عمان من 2 / 2021 لغاية 4 / 2023 مدير دائرة مكافحة الجرائم المالية لدى بنك القاهرة عمان من 10 / 2019 لغاية 2 / 2021 مسؤول قسم التحقيقات و اعرف عميلك لدى بنك القاهرة عمان من 4 / 2017 لغاية 10 / 2019 مسؤول قسم مراقبة المعلومات و التحقيق لدى بنك القاهرة عمان من 7 / 2014 لغاية 4 / 2017 السيد فؤاد نبيل الخوري اسبير فؤاد الصناع - مدير دائرة التخطيط الاستراتيجي وتطوير الأعمال تاريخ الميلاد 10 / 6 / 1992 تاريخ التعيين 1 / 11 / 2015 المؤهلات العلمية درجة الماجستير العلوم المالية و المصرفية 2015 بكالوريوس اقتصاديات المال والاعمال 2014 الخبرات العملية مدير دائرة التخطيط الاستراتيجي و التطوير الاعمال من 08 / 2023 لغاية الان مدير دائرة الاستراتيجية و تنقيب البيانات لدى بنك القاهرة عمان من 04 / 2020 لغاية 08 / 2023 محلل اقتصادي رئيسي لدى بنك القاهرة عمان من 01 / 2019 لغاية 04 / 2020 محلل اقتصادي لدى بنك القاهرة عمان من 11 / 2015 لغاية 01 / 2019 السيد عوني فريد موسى قاقيش - مدير اول / ادارة خدمات الائتمان الشخصي تاريخ الميلاد 06 / 08 / 1979 تاريخ التعيين 15 / 04 / 2001 المؤهلات العلمية درجة الماجيستير اقتصاد عام 2005 درجة البكالوريوس اقتصاد عام 2001 الخبرات العملية مدير اول إدارة خدمات الائتمان الشخصي من 11 / 2024 ولغاية الان عضو هيئة مديري شركة تملك للتأجير التمويلي مدير فريق خدمات الائتمان الشخصي لدى ادارة خدمات الائتمان الشخصي من تاريخ 04 / 2010 ولغاية 11 / 2024 .
